comment,date,rating
"La app tiene fallos, errores en las compras y está demasiado básica, creo que debe notificar al cliente cuando se añade una preventa o añadir más cosas en la dulceria que solo está limitada a cancha y bebidas",13/11/2021,2
"Se demora demasiado en abrir, cuando quiero comprar me aparece un anuncio de error, entonces tengo que comprar por la web y algunos afiches de películas no aparecen.",13/12/2019,2
Es una tonteria uno quiere comprar y la aplicacion se queda congelada y cuando acepta solo te quita plata de tu tarjeta es una porqueria esta aplicacion no se la recomiendo a nadie y tb uno llama al telefono 6249500 y te contestan la llama y luego te cuelgan de verdad no se lo recomiendo a nadie esta tonteria de aplicacion y le pagaron al que diseño esta app de verdad que los estafaron.,4/10/2019,1
"Su plataforma no tiene la capacidad para una buena experiencia al comprar entradas. Además, cambian la hora de tickets ya comprados sin notificar de manera formal. Pésimo.",11/03/2022,1
"Un asco esta app no deja registrarse ""problemas en el registro"" dice ....fuera basuuuuuu....",7/10/2024,1
"cines reducidos, poco personal se perdió la insonorización se escuchan las películas de las salas aledañas colas grandes tanto en entrada dulceria y boletería",11/10/2024,3
Desde el día de ayer no me deja entrar a mi sesión y además me pide que cambie la contraseña. No me envían el correo que dicen enviar y no tienen un número de soporte al cliente. Cómo puedo comunicarme con uds si piden que llene un formulario y es solo el cambio de contraseña por Dios,5/08/2024,1
"Está fallando horrible, desde ayer quise comprar entradas para Soltera Codiciada 2 y no aparece la fecha de estreno :) solo aparece el miércoles 5 de julio, un vacío, y 18 de agosto en adelante. O sea, al parecer no se pueden comprar entradas entre el 6 de julio al 17 de agosto. Arreglen esto por favor. Gracias.",6/07/2023,1
"excelente, facilidad inmediata",19/01/2025,4
"Para cuando actualizan los datos y niveles de socio, al igual que muchos era cliente oro y ahora soy clásico...es un chiste o van a actualizar el sistema ..de ser así esperaré a que Cinemark, Cinépolis o hasta Cine Star den mejores opciones para los clientes que no están nada satisfechos con este cambio. Una pena por qué siempre fui de cine planet más de 15 años.",17/08/2021,1
"Al inicio la app funcionaba muy bien, sin embargo, ahora no carga, se cuelga, no se visualiza las funciones, etc... Lamentable.",12/12/2019,1
"De mal en peor.. No se puede comprar online y los clientes tenemos que ir a comprar las entradas en boleteria, hemos retrocedido en vez de avanzar.. Pésima",24/02/2020,1
"Te hacer perder tiempo, casi nunca recibe los códigos de descuentos, la pagina no carga por horas. La aplicación y la página tienen el mismo defecto.",29/06/2024,1
"No se que ha pasado xq funcionaba bien hasta el domingo x la noche donde salía un mensaje a ocurrido un error lo desinstale y volví a instalar y el problema sigue hasta el día de hoy, tuve que comprar mis entradas x la página web xc",28/01/2022,1
"Es buena la app pero corrijan los errores, para seleccionar tu asiento, la app tiene un bug extraño que no te deja deslizar bien y es difícil visualizar todo.",5/05/2024,3
"La semana pasada compré sin problemas por la app. Hoy todo el día, diferentes tarjetas y sigue rechazando el pago. No hay con quién comunicarse, arreglen la app quiero ver los secretos de Dumbeldore",19/04/2022,2
"Sinceramente muy mala experiencia , en primer lugar no me acuerdo de mi usuario y contraseña .estaban con otro correo que yo ya ni me acuerdo. Quise crear uno nuevo pero, no me permite .envío correos creo que nunca los leen no tengo una ayuda de parte del área encargada para que se me permita crear un correo nuevo con un usuario nuevo , en fin muy mala experiencia. Falta de espíritu de atención .les pongo cero",21/06/2022,1
"Para que tienen una aplicación de compra quemó funciona hace más de 5 meses, si de igual manera se tiene que ir al cine hacer cola para comprar entradas. Pésimo el App no funciona ni facilita en ver la cartera actualizada",1/08/2022,1
Es idea mia o esta lento? cada vez que quiero ver los horarios de Avengers se cierra la App. y no se puede comprar online... ya actualize la aplicacion y nada sigue en lo mismo. mwjor lo desisntalo!,28/04/2019,1
"Desde la última actualización ni puedo ver las películas que hay en cartelera, simplemente no vale para nada. Solucionen el problema lo antes posible !!!",10/12/2019,1
"el app se cierra si abres otro app en el telefono y luego no te deja continuar con la compra. En mi caso tengo que ir al app del banco para poder ver la clave dinamica, cuando vuelvo al app de cineplanet se pierde todo lo seleccionado",17/11/2023,2
Hasta inicios de 2019 la app funcionaba bastante bien. Después de julio presenta fallos que dificultan su uso. Una lástima.,7/12/2019,1
la app no funciona. se cuelga y no carga las películas. y porque no se puede comprar en fandango? quería aprovechar mi promo entel pero las molestias son tantas que no vale la pena.,11/05/2019,1
"No he tenido problemas con las compras, pero me gustaria q en la aplicacion se muetren todas las funciones disponibles de todos los horarios al igual q la pagina web y no solo 3 funciones!",28/04/2019,5
"He desperdiciado toda la tarde queriendo comprar las entradas por la aplicación y siempre sale *""error inesperado""* en cambio en la página web es mas rápida la compra.la desinstalaré no vale la pena.",30/11/2021,1
"Desde hace varios meses no la puedo abrir en mi samsung S10, la he reinstalado pero el error persiste, sigue cargando y cargando. pleasee arreglenla porque antes era super util",6/07/2019,1
"La peor app de cines que haya utilizado, no se puede comprar entradas, como demonios quieren que acceda a los beneficios que ofrecen? Eso es publicidad engañosa, vengo intentando comprar mis entradas desde el jueves y siempre me aparece ""tarjeta invalida"". Son la única empresa con la cual he tenido problemas, no es posible que mas te 5 tarjetas sean rechazadas. Solucionen su aplicativo o página web.",25/09/2021,1
"Su aplicación siempre tiene fallas, a veces se cuelga, a veces no se puede acceder...soy aserrimo consumidor de películas pero necesitamos un mejor servicio.",27/02/2020,1
"Que mal que perjudiquen a los clientes😔degradan a los clientes Oro a plata, que es eso? Deberían de dejarnos en oro porq a los demás consumidores los tratan con indiferencia y eso habla mal de su empresa porq no sólo se le da buen trato a los clientes oro(que yo era y me degradaron a plata) sino a todo consumidor que asista a sus instalaciones y la aplicación una tontería se cuelga y no se puede realizar las compras. Que ineficientes son el personal de sistemas. 😒",19/01/2019,1
a veces no se aplica la compra,8/03/2025,1
"Terribleeee desde ayer no puedo comprar con American Express y fui Al Polo y el administrador se lavo las manos y me dijo que la app y web son independientes ellos, Cineplanet no se hace responsable de sus canales de venta y hoy tampoco me acepto con Visa. HORRIBLE SERVICIO/HORRIBLE APP/HORRIBLE WEB",30/04/2022,1
que tenga que comprar la entradas el mismo día y no días antes porque no aparece en la cartelera,19/10/2024,1
Pésimo. El sistema se cuelga y ralentiza.,30/11/2024,1
"Me parece una buena aplicación, sin embargo creo que puede mejorar en dos puntos: 1. Una opción ""ir"" similar a la que tiene CineMark en su app. Donde pueda elegir trasladarme con uber, beat, moovit o Tu ruta. 2. Afiliarse con Movistar Prix",19/10/2019,4
"Malisimo, hace meses que no puedo comprar entradas. El error de siempre a pesar de probar en más de un dispositivo y con mas de un medio de pago.",15/11/2021,1
"buena App, ninguna falla buenas pelis",2/01/2025,5
demora mucho en confirmar,12/03/2025,3
"con respecto a la versión anterior en estabilidad recién esta normal, en fluidez, la antigua era mucho más rápida, pero en funcionalidad esta mucho mejor! sigan mejorandola!",6/04/2019,4
Excelente super rápido,23/12/2024,5
"La aplicación no está funcionando, no me permite hacer la compra y bloquea los asientos :c además quitaron las promociones por usar tarjeta AMEX.",3/03/2025,2
me parece genial que se pueda pagar directamente desde yape,26/10/2024,5
"excelente servicio, gracias 🫂",15/01/2025,5
"Desde wue la tengo me aparece como favoritos el cine de Brasil y nunca se puede borrar, error al cargar los trailers y la aplicación en general. Un chiste.",16/01/2019,1
"La aplicación es buena, pero horrible cuando se trata de estrenos, le pondría un 01 de nota a la app, una empresa multinacional como cineplanet no puede tener servidores los suficiente mente estables como para soportar a menos de 1 millón de personas? Dios mío, paupérrima la situación",6/04/2022,1
La comida es muy cara...,4/03/2025,4
Facil de compras entradas,3/03/2025,4
Por qué dejaron el descuento con la tarjeta amex?,12/03/2025,4
no me deja dejar un espacio para estar sólo,14/03/2025,1
No me permitía el pago con mi tarjeta,8/03/2025,3
muy buena aplicación,3/03/2025,5
"Es un desastre, te degradan en cada actualización. Debería ser oro y este año volví a clásico. Osea no sirve para nada. Ningún beneficio. 😡😠",26/01/2019,1
no acepta el código de entel de 2×1 en algunas películas que ya dejaron ser de estar en estreno,8/12/2024,1
"Comprar on-line canchita y gaseosa se vuelve una pesadilla en el recojo, 20min de cola, cuando la cola de compra sin la aplicion es muy corta y mucho más rápida. La próxima simplemente compro entradas.",8/01/2023,3
"Una tontería la verdad, estoy esperando mi estado de cuenta para ver si me cobraron la entrada que iba a comprar, no puede ser posible que use mis códigos y la app me arroje error como 5 veces.",2/06/2019,1
"Todo bien con la app, excepto una cosa. Desde Junio no me deja ver los trailers. Solo se muestra el título de la película y que está cargando. Por favor arreglar eso",25/07/2023,4
"deben arreglar el bug de la elección de butacas en los casos en el que el usuario retrocede por x motivo y al regresar estas ya están autoseleccionadas, el resto bien.",4/10/2024,3
Me encanta su sistema amigable para comprar entradas.,17/11/2024,5
cambiaron precio de entradas y sala según les combiene y no dejan comprar...,26/11/2024,1
"Cada vez, más difícil encontrar películas subtituladas... y si las hay, siempre están en los últimos horarios, súper tarde...",6/06/2023,3
No entiendo porque no puedo entrar como invitado pues cambie de número y correo y como ya tenía una cuenta antes me rechaza el pago de entradas .,5/02/2025,2
"muy engorroso el trámite, deben hacerlo más fácil",5/10/2024,1
"No he podido comprar entradas desde el lunes, he instalado y desinstalado varias veces pero me sigue saliendo el mismo mensaje Ha ocurrido un error inesperado.",29/01/2022,1
"Mala experiencia su ultima actualizacion , indica error , ya instale y drsistale 3 veces y sucede lo mismo, no me permite ni ver cateleras, ni entrar a mi cuenta.",10/09/2019,1
"Un desastre la aplicación, no se puede concretar la compra, más de 2 horas intentado realizar el pago, severidad mejorarla, ya que no es la primera vez que me sucede...",13/05/2022,1
"Hace meses no puedo comprar entradas por su aplicación, selecciono la película y se cierra automáticamente la app. No sirve la app.",4/05/2019,1
"No me deja ingresar a mi cuenta, me dice que me tiene que enviar un correo para la actualización de mi contraseña, y todo es por la app donde debería ser más fácil comprar las entradas.",28/03/2024,1
no guarda bien la información de la tarde,2/02/2025,1
Aplicativo super práctico y muy facil de uso,18/12/2024,5
no aplica los martes en descuentos de 6 soles la entrada para comprar en online,22/10/2024,3
"Pésimo, no funciona la app, ni abre, me sale error inesperado y me bota. No puede ser que ya tantos años y no puedan dar una app correctamente optimizada.",29/01/2022,1
"La aplicación funciona muy bien, ahorra tiempo y permite elegir, me encanta. Los precios si son variables :S",30/10/2023,5
"La app es super inestable, no esta optimizada para telefonos todo pantalla, tiene bugs. Escribo desde un Galaxy s10 y me parece raro la inestabilidad de la app.",20/08/2019,1
Cada vez entro a la app se cierra automáticamente. Ya desinstale y volví a instalar. Hasta formatee mi cel y nada. Pasa lo mismo. Y cuando al fin se abre no carga,28/10/2019,1
"Horrible, no permite comprar entradas para películas de estreno, se cuelga, se cierra, salen errores, te cobran doble.",21/07/2019,1
"Pésima, se cierra al intentar entrar a ver los horarios de una película, al intentar comprar algo e incluso a veces cuando recién entro a la app, solo ocupa espacio y gasta datos",6/10/2018,1
muy buena app,1/03/2025,5
"mal horrible , si bien te ayuda a evitar colas y perder el tiempo para comprar entradas , te obligan a actualizarla constantemente para poder usar la app no me gusto eso.",3/10/2019,2
"Un asco tanto la aplicación como la página. No carga absolutamente nada y cuando carga no pasa ni el minuto de colgarse nuevamente. Antes era súper rápido, no sé que hicieron que ahora está peor.",29/05/2023,1
Al ingresar la compra con mi tarjeta y me demoro en escoger el combo y las entradas se loguea y dice que revise si la compra fue exitosa. Luego tengo que seleccionar la compra nuevamente.,7/10/2023,3
"La aplicación se queda pegada y consume demasiada batería, me para saliendo el mensaje de consumo de batería y tengo que cerrar manualmente la aplicación.",8/12/2018,1
"Después de escoger los asientos y pasar a pagar las entradas se cierra la aplicación y los asientos que había tomado ya salen ocupados y asi varias veces sin que estuvieran ocupados, la aplicación sigue con errores por corregir.",14/01/2020,1
"Justo hoy que me decido a probar comprar entradas en línea y me ilusiona que había una app, me topo con que no funciona ""ha ocurrido un error"" muy primera mala experiencia.",17/12/2022,2
"Funcionaba bien, hasta hoy que dejo de cargar, demasiado lento, volvi a instalar a ver si se solucionaba, pero sigue igual. Ni siquiera puedo entrar a mi cuenta, se queda cargando solamente",28/04/2024,1
Muy lento el sistema. A veces se cuelga aunque tenga excelente WiFi y cuando vuelvo a entrar las butacas quedaron marcadas como ocupadas. Si no se compran deberían quedar disponibles.,3/06/2023,3
"Desde la ultima actualizacion ya no se puede ver el perfil, compras y mas... Esto le pasa a todos mis conocidos. Sale un mensaje que dice: ""Error inesperado. Reiniciar.""",9/08/2023,2
"Muy mal Cineplanet, vengo a actualizar la app y me sale que mi dispositivo ya no es compatible, después de usar la app por años, arreglen ese problema para que pueda volver a comprar mis entradas como antes 🙏",15/09/2024,3
Excelente! hasta ahora no he tenido problemas con las compras... En las portadas de próximos estrenos deberían mejorar y agregarles trailers...,28/07/2024,5
"Me aparece que hay una nueva actualización de la aplicación, la actualice, y me sigue apareciendo que hay una nueva actualización a pesar de ya haber actualizado y no deja de aparecerme, no me deja comprar mis entradas, ya instale y desinstale la app y sigue apareciendo que hay una nueva actualización, pésimo",19/02/2024,1
"No puedo crear una cuenta, porque sale que ya existe. No hay forma de recuperarla tampoco porque el sistema no esta bien hecho,su ""Olvidaste la contraseña"" esta muy mal diseñada. En el correo que proporcionan nunca responden. He ido presencialmente y todos me dicen que no se puede hacer nada que mande correos no más, ni el encargado tenía conocimiento de que se podría hacer. Solo me dicen ""No tenemos acceso a esa parte del sistema, debes esperar a que te respondan"" ya van 5 meses y nada",2/07/2024,1
"Ahora nos vas a cobrar 3 soles por comprar en tu app y esta aplicado por cada entrada ni siquiera es por una sola compra es por cada entrada, terrible cineplanet eras mi preferida que decepción.",28/03/2024,1
"La aplicación es deficiente, hay momentos en los que se buguea y no deja ni ver las funciones o si se llega a elegir la hora de la función no te permite pagar y sale error .",28/04/2024,1
"No me deja activar la cuenta, ni recuperar la cuanta y ni si quiera crearme una cuenta nueva. Intento comprar como invitado y todo se pierde y demora más de 1 minuto en cargar de página en pagina Basura de aplicación o servidores",28/04/2024,1
"Arreglen su porquería de app que no habilita la opción de comprar como socio. Tengo 70 puntos y no puedo hacer uso de ellos. Cual es el punto de ser socio entonces. Y como no van a entender señores de Cineplanet que tienen un cerebro diminuto, a la hora de hacer la compra la opción de SOCIO no está habilitado. Arreglenlo",7/04/2024,1
Horrible. la aplicación no deja entrar a mi cuenta sale que no existe pero entro por navegador y carga normal. no hacen caso a correos o quejas y nunca arreglan las compras mejor no la instalen usen solo navegador para comprar,24/07/2024,1
"No reconoce mi usuario, pense que quiza me tenia que registrar de nuevo y me sale que ya estoy registrado, ahora no hay forma de comprar mis entradas online ni por la app ni en la versión de escritorio, en resumen un cambio espantonso",29/08/2019,4
No sirve. No puedo comprar nada. Sale error. No abre. Qué forma de atentar contra los clientes!!!!!! 11/01/19 la actualización no abre! carga eternamente!! pff quién ha contratado a estos profesionales?,12/01/2019,1
"una mala experiencia comprando por l app, tuve un problema a la hora de efectuar una compra me salio error, y encima y se facturo doble. ademas envie un mensaje para que me puedieran ayudar , hasta ahora no me dan ninguna solución .",8/07/2019,1
"NO SIRVE!!! Su principal función debe ser la compra en línea pero no funciona, lleva meses así y con una baja calificación, no entiendo por que no hacen nada para arreglarlo, todos se quejan y la empresa no hace nada.",30/11/2018,1
"La app es muy lenta, se demora para todo. Y se cae, te deja a mitad de compra y fallos al momento de efectúar el pago",28/04/2024,1
Buenas aplicación pero puede resultar muy poco tiempo el que dan para concretar la compra. Podrían dar la opción de ampliar un minuto al termino del tiempo inicial.,8/05/2024,4
Me gustaba la app antes de su última actualización. Indica que hay un error y se cierra automáticamente. Sería bueno que lo solucionen prontamente.,26/10/2019,3
"La experiencia en su plataforma es pésima, no se puede ver que película hay en extremo y aveces demora demasiado en cargar su producto. Pesimo servicio se merece 0 estrellas",22/10/2021,1
Han mejorado despues de un tiempo desastroso...pero aun le falta muchas cosas como que aun se lagea muchas veces para poder comprae y aveces la compra no se confirma y tienes que ir a tu correo o a tu app dw tu banco para saber si se efectuó la compra..,29/10/2019,3
"intuitiva, práctica y rápida. Cumple con su misión de comprar las entradas y mostrar las diversas opciones con rapidez.",4/01/2023,5
"Muy buena, solo tiene unos bugs que corregir, al ver los horarios de la película, se desliza hacia la izquierda y ya no sube para ver mas pelis, arreglen ese bug, el resto exelente...",28/04/2024,5
"No sé por qué comenzó a fallar la app ,quiero comprar desde mi móvil y me sale hubo un error no se encontraron resultados , volví a instalar la app y el problema continúa, solucionen eso por favor",23/04/2024,2
"Tiene muchos fallos al momento de pagar con yape, se dificulta ingresar códigos y me pidió en reiteradas veces cambiar mi contraseña sin haberlo pedido yo antes.",18/06/2024,1
"Pésima conexión, la página se caía a cada rato y precios carísimos y te quieren vender un combo obligatorio, se supone q eso es opcional, todo es muy abusivo",22/02/2022,1
"dan la opción de pago con yape nunca se puede, con otros medios de pago siempre se congela, debo elegir una y otra, las butacas se quedan bloqueadas por mucho tiempo",29/06/2024,1
"Horrible app he tratado de comprar los boletos y cuando me procesa la compra al instante sale Ocurrió un Error y me emite otro mensaje devolviendo la compra desde el 7/12 hasta hoy 10/12 no puedo comprar boletos, para colmo no hay un número de teléfono para comunicarnos nadie nos da respuesta ya envié varios correos....muy mal una app horrible y atención pésima",11/12/2021,1
Bastante buena la app. Realmente evita el fastidio de las colas para comprar. Si no se tardara tanto en cargar en algunas ocasiones estaría perfecta.,30/10/2019,4
"No permite hacer compras en el aplicativo, lanza un mensaje de un error inesperado y bloquea las butacas seleccionadas, hay que desinstalar e instalar nuevamente la app...",6/11/2022,2
"La aplicación te da lo necesario pero es demasiada lenta más rápida en la páginas web, en el APK demora bastante en cargar las imágenes. Espero mejoren 👍.( No es mi internet, tengo un buen internet y tampoco es el equipo, tengo un Mi 8 de 6Gb de ram 👍",29/10/2019,1
"Es muy buena , pero estaba ingresando a la APP y me sale que mi dispositivo no es compatible no se a que se deba haber si corrigen eso no me decepcionen Cineplanet ✨🤞🏻",16/09/2024,3
"La información sobre las películas deja mucho que desear, ni siquiera ponen trailer a todas, ni que hubieran cientos de películas para darse el lujo de omitir esa información",29/02/2024,2
No es buena los fines de semana por la tarde la aplicación colapsa pense que era un fin de semana pero ya son varios asi...deben mejorar el soporte de su app,7/09/2019,3
Soy el único o a alguien mas le pasa que al terminar de seleccionar todos los pasos para la pelicula y le das a PAGAR te aparece un aviso diciendo que ESTAS LOGUEADO? Vuelvo a hacer todo desde un principio y nuevamente me sale ese aviso; Solucionar urgentemente porfavor 😤,6/05/2023,1
"Está HORRIBLE su Aplicación de Celular Android, demora muchísimo, es la peor versión que han hecho ... Siempre su APPs en fluida, pero ésta vez no !!",28/04/2024,1
"Sale error cada vez que intento hacer una compra, su buscador no es amigable, creo que deberían evaluar el ux del app, ya que parece una versión móvil de la página web y no una app en sí.",5/04/2024,2
"Fatal, ni siquiera abre la aplicación, se cuelga constantemente ....están perdiendo clientes,no mejor me voy a Cinemark Hoy 2024 Abril, la aplicación es una basura. No sirve para nada solo para gastar datos.",28/04/2024,1
"Hola soporte, hay un problema con los filtros, no se muestra resultados de un determinado local que se selecciona.",15/10/2021,1
"Terrible aplicación. No solamente no actualiza las butacas, sino que no acepta las tarjetas para compras por la app. Uno tiene que insistir y es lotería para que le acepte a uno la compra.",7/01/2023,1
"Tuve que instalar y desinstalar muchas veces y siempre el mismo mensaje ""Ha ocurrido un error inesperado"" Muy lamentable, no carga por ningún medio ni dispositivo",21/01/2022,1
"Debería haber un carrito de compras con duración de 5 minutos, de tal forma que si por error se cierra la app se pueda volver a entrar y terminar la compra",19/05/2023,3
"Me gustó mucho, comprar entradas es muy fácil y sin problemas. Me gustaría que imprementaran la opción de pagar por Pagoefectivo.",12/03/2024,5
"Todo bien. Amo esta app. Mi único problema es que soy socio y hace mas de 6 meses no me registra las visitas y películas que vi, lo que hace que no avance a ser cliente oro. 😔",22/05/2024,4
Con la app de Cineplanet puedo pagar de manera fácil y rápida. Sus cines que he visitado como Salaverry y La Rambla son limpios y ordenados. El personal es amable y el ingreso a tu sala es rápido.,27/07/2022,5
"Dise q nos es compatible la plataforma de cineplanet, las APP trabajan con las líneas telefónicas para hacer que uno compre otro celular. Mal.",13/09/2024,1
"El app aún tiene nuevas fallas, en ocasiones la compra de entradas no se llega a finalizar. Deben mejorar mucho.",17/01/2022,2
"pesimo! no se puede hacer compras o elegir alguna pelicula debido a que la app se congela y se cierra, probado en REDMI NOTE 4",30/06/2019,1
muy buenas antes esta aplicación ayudaba bastante ala hora de comprar a última hora las entradas y otros pero ahora denme cierra de la nada la aplicación y no es mio equipo :v espero solucionen eso ya que es incomodo... gracias . #pelisbuenas,19/07/2019,2
"Esta APP está muy mal , ya tengo una semana intentando comprar unos boletos pero no se puede , abres y ahí mismo se cierra ...esto deja mucho que desear ...mal , mal ,muy mal 😡😡 y no se merece ninguna estrella",30/07/2019,1
"Es una tontera, intento comprar entradas y carga y carga para q me diga error. No puedo comprar entradas. La app falla mucho.",15/12/2019,2
"Buena aplicación, simplifica las compras evitando hacer colas en el cine. Solo mejoraría la rapidez al utilizarla.",19/05/2022,4
"desde que cerré de mi cuenta ya no puedo entrar y menos recuperar mi contraseña, sale que no estoy registrado. Les mande un correo con mi problema pero aun así no lo solucionan, realmente que decepción el trato al cliente.",26/05/2022,1
"Despidan que creador de la app, entre a comprar y se me cerró la app en plena compra, volví a entrar, para sorpresa mia se había comprado 2 veces. No recomiendo la app, es mejor usar la página web, y por si deseas reclamar el dinero depositado hay mucho papeleo.",20/02/2020,1
"No puedo hacer la compra a través de la app, me sale que ""sucedió un error"". Arreglenlo por favor, hasta la semana pasada compraba excelente mis entradas por la app",30/12/2021,1
"Facil de usar Compras entradas sin colas, rápido y puedes elegir cuando ir a ver una película y que asiento deseas. Puedes elegir tus promociones",9/03/2022,5
Me parece defectuosa intente pagar varias veces con mi tarjeta de crédito y débito y solo figuraba que me pueden reservar la comprar y tengo q llegar 40 minutos antes q mal,17/06/2022,1
"Más de 1 año sin utilizar la app y si con sus falllas de siempre... jajajaja.. ya pues no todo es cobrar 40 soles x un valde de cancha, actualicen su app mínimo..",5/08/2021,1
"Desinstalé mi app porque no me permitía compartir las compras que hacía y ahora que he vuelto a instalarlo me sale ha ocurrido un error inesperado, reiniciar y nada, llevo así días.",3/12/2021,1
"una gran tonteria, no me deja registrarme, me dice que mi dni ya esta registrado y cuando quiero entrar con mi dni dice que no esta registrado, un tema porque yo soy sovio desde que cineplanet vino al Perú y tengo la tarjeta que daban por ese entonces y solo voy a ese cine pero su app es super mala.",29/04/2019,1
Desde la ultima actualizacion la app no me permite elegir una pelicula porque al momento se cuelga y se cierra. Porfavor arreglen eso!!!!,24/04/2019,1
"Me gustaba su servicio y su app pero desde que vi su postura hacia su personal en esta crisis, me doy cuenta que solo buscan lucrar y no tienen sensibilidad. Adiós Cineplanet, fui cliente por mucho tiempo y ahora me voy a la competencia.",1/04/2020,1
"Que mala aplicación, no aceptan la tarjeta, intente más de 4 veces y nada. Lo peor es que cuando escoges los asientos y lo vuelves a intentar, salen que ya están ocupados. Una m, r, d...",13/10/2021,1
"basura de aplicacion, desde que se reactivo los cines no se puede comprar, pongo todas mis tarjetas y sale error, desistale la aplicacion y volvi a instalar y ahora ni abre, porqueria.",16/10/2021,1
"Desde que se actualizó, no me deja comprar entradas, tengo saldo en la tarjeta, y me para saliendo ""algo pasó"" y no puedo comprar, mientras no lo arreglen no le cambio la puntuación",28/12/2021,1
"Llevo semanas intentando comprar entradas, hago todo el proceso y cuando toca pagar sale error. Es una falla que está perjudicando mucho espero mejoren.",14/01/2020,1
"Facilita la compra de entradas y combos, solo que deberían de actualizar los combos de cada local y evitar que se cuelgue la app.",27/10/2019,3
La plataforma es buena y permite simplificar la compra rápido y sin trabas... cuando funciona. Si le dieran más capacidad a sus servidores les daría 5. Los sábados es imposible comprar.,14/09/2019,2
"Falta mucho por mejorar esta versión. No se puede entrar, sale error tras error no permite guardar la tarjeta con frecuente, etc",28/05/2019,4
"Al igual que los módulos de compras en línea, no está funcionando correctamente, como si se hubiese caído el sistema o algo así, ahora tendré que hacer cola :/ Soluciónenlo por favor.",28/10/2019,2
Siguen con el error de la app cuando la piensan corregir?? No se puede comprar aún los boletos. Si ponen una promoción mínimo deben de actualizar la app. Parece que es simplemente falza publicidad. 😶😶,28/09/2019,1
"Una desgracia la última actualización la app no abre , y menos puedo ver la cartelera y no se puede hacer nada prácticamente, mal muy mala app desde la ultima actualización.",8/09/2019,1
No sé puede hacer compras por internet tu plataforma rechaza mi tarjeta débito... Siempre compraba con la misma tarjeta mis entradas soy socio dorado.. la unica app o página que no puedo comprar son ustedes.. arreglen eso!!!!!! Pésimo ni numero tienen para llamar y correos nunca harán Caso!... Pésimo su atención virtual!!,24/08/2021,1
"Es una basura la app de cineplanet, se queda cargando y cargando y nunca termina de cargar. Que pésimo, ¿no pueden hacer una buena app? Más ligera? Ahora todos compramos vía app. Pésimo.",8/10/2019,2
"Terrible, acabo de instalarla para ver la simple cartelera, he seleccionado mi ciudad, y no aparece nada. Falta de compromiso por los desarrolladores.",8/06/2022,1
"En vez de corregir, están peor. Estaba normal comprando entradas hace unos días y ahora me pide actualizar pero aparece error, nunca termina de cargar. 13/04/2023",13/04/2023,1
Deben corregir el bug de selección de asiento no se puede hacer por qué la barra de disponible y ocupado ocupa más de la mitad de la pantalla,24/06/2024,3
"Estaba feliz con el app ya que se podia hacer compras online pero ahora ya no se puede con ninguna tarjeta ya sea debito o crédito, por favor solucionar este problema urgente. (CpPuc)",9/01/2023,1
"pesima app se cuelga a cada rato, si entra a una ventana nueva y quieres salir debes hacerlo al menos unas 5 o 6 veces, si la app se cierra o sales para anotar algun codigo todo el proceso se reinicia.",15/04/2019,1
"Pésima app. No inicia sesion y no permite efectuar el canje de beneficios 2x1 de entel. Sino que te carga como 50% de dcto, es decir que con 1 código te venden solo 1 entrada a mitad de precio y no 2.",26/03/2022,1
"El aplicativo no abre en mi maquina. Sale error y no quiere abrir aun si intento. Pésimo, antes podía usarlo sin problemas pero desde que se apertura nuevamente no funciona, lastima.",12/01/2022,1
"Me está decepcionando lo lento de sus servidores. Algo deben de hacer pronto sino para que nos sirve la APP. No termina de cargar el pedido y menciona ""tiempo de espera acabado"" estando en 4 minutos y tanto, no entiendo.",25/12/2019,1
"Hasta el día de hoy no hay solución con su app. Me sigue apareciendo ""Ha ocurrido un error inesperado"" y no soy el único que tiene ese problema. Cuando lo van a a solucionar !!!",7/12/2021,1
Dice que se han actualizado y cuando entro para descargar la actualización no sale absolutamente nada. A ver sí solucionan el problema lo más pronto posible.,4/08/2021,5
"En esta actualización no me deja acceder a mi cuenta, cuando inició sesión me sale ""error inesperado"" y me solo sale la opción de reiniciar app pero no accede a mi cuenta. Pésima app",26/02/2020,1
no muy contento primero no dan factura por las compras de servicios o de las mismos combos que ofrecen y demasiado caros los combos de verdad más caro el combo que la entrada,16/05/2024,1
"Es muy buena aplicación, puedo comprar las entradas y los combos sin necesidad de hacer cola, y hasta ahora no he tenido problemas con el sistema.",11/08/2022,5
"La app no funciona, seleccionas una película y la aplicación se reinicia. Todo un estrés comprar entradas",7/04/2019,1
"Pésima aplicación, lenta, no están disponibles todas las películas en un cine asignado, hace imposible querer seguir la intención de ver una película",21/12/2019,2
"Cada vez q intento registrarme, para hacer una compra o convertirme en socio, me aparece ""error"" o ""no se pudo completar"", o ""problemas"". Y haci no puedo comprar nada , y no me sirve la aplicación",22/06/2024,1
Últimamente presenta muchas fallas. Nunca carga. Mis últimas compras las hice desde mi PC. Allí si que funciona. Mejoren eso y les daré otra estrella.,15/03/2019,3
"Para entrar a cada cine tengo que reiniciar a cada rato. Es la peor App. Y los precios carísimos. Y para pagar se cuelga, es un desastre.",29/08/2019,1
Pues una pena que la última actualización no pueda acceder a comprar entradas ya que la aplicación se cierra automáticamente.,11/01/2019,2
