comment,date,rating
"Pesima, se reinicia al intentar agregar una nueva tarjeta y pierdes las butacas seleccionadas, te obliga a reiniciar todo y elegir nuevas butacas. Y el servicio de telefonía no funciona, supuestamente está siempre ocupado.",30/12/2018,1
"Lenta, no es funcional ni intuitiva, no se quienes serán su equipo de desarrollo pero debería ser despedido. Deberían de copiar lo bueno de otras apps como Cine Papaya. Además de mejorar la estabilidad y el refresco de la interfaz.",11/07/2019,1
No puedo seleccionar las butacas se cuelga y luego al entrar sale como si ya estuvieran ocupadas. Luego me sale error al querer finalizar la compra. Dice error. Al principio funcionó muy bien. Luego solo empeoró la cosa. Aunque vuelva a reinstalar la App.,7/11/2019,1
"últimamente falla la aplicación, así que se volvió deficiente, intentas escoger una película y se cierra de forma automática, al principio pensé que era mi S9 pero luego probé desde otros móviles y es el mismo error, ya desinstale y volví a instalar y la misma cosa xd",30/07/2019,1
"la peor app, no se puede comprar nada ya que se demora cargando demasiado o sale error, hace tiempo esta asi. Antes funcionaba perfecto, y hasta, en mi opinion, era la mejor app comparada con la competencia pero bueno; no se si solo me pasara solo a mi o a todos.",29/06/2019,1
"Hola! Desde que actualizaron la app ya no puedo ver mis compras, perfil, etc... Lo cual perjudica pues no puedo mostrar el QR en el cine. Sale: ""Error inesperado. Reiniciar"". Por favor, revisen y solucionen esto. Gracias.",9/08/2023,2
el día 1 de agosto compré un combo de 59 soles masomenos por la app en el cine de guardia civil chorrillos y las primeras 2 veces me salieron que hubo un error y a la tercera si se compro pero al llegar a mi casa y ver mi cuenta me doy con la sorpresa que las primeras 2 si las cobraron. ya hice el reclamo por la app y nada hasta ahora ya paso más de 1 mes y sigo sin respuesta.,21/09/2023,1
"no puedo iniciar sesión a la aplicación, la desinstalé porque me salió un error al comprar unas entradas, aunque sí me llegó un correo cobrándome, pero no tengo el código y NO me permite iniciar sesión ni en la app ni en la web para poder encontrar mi código,,, me sale que no soy yo, pongo ""reestablecer contraseña"", coloco mi correo y me sale que no existe un correo vinculado,,, está fallando demasiado AAAAAA",14/12/2021,1
solo 5 minutos para compra online es corto,26/02/2025,3
"Me quedé sin ir al cine, y quedé mal porque la pasarela de pago no funciona. La película comienza en 20 minutos, y yo quedé mal. No funciona el app. Es una pena, que la promoción de su app, no tenga el soporte que uno espera",18/10/2018,1
"En temas de trato directo y online, pésimo, ya que una vez hice una compra y se cobro en la tarjeta pero no generó las butacas, solución por el app no había. Fui al cine y menos el diz que administrador estaba en dulceria, y que se desocupe en y me atendía eso nunca pasó y mi familiar ya había hecho una nueva compra y entre a la sala. Logré poner mi queja pero tuve que reenviar el correo dos veces y ponerlo en el libro de reclamos para que den solución.",7/08/2022,2
Han actualizado el app y ahora no es compatible con mi teléfono q desastre ahora no puedo ni descargar el app ni ver q funciones hay nada. Todo está de mal en peor ahora te cobran 3 soles + por comprar por la aplicación y antes era un beneficio ahora es un robo. Que desastre no poder entrar a ver las funciones y otros.,11/09/2024,1
"Error de ""robo"". Al momento de pagar ingresé el número de tarjeta y salio un msj d error diciendo q no se había completado la compra y q intente nuevamente, pensé q era una falla d internet y volví al proceso d compra y ahí sí se logró la compra salió el código y boleta para ir al cine. Luego me di con la sorpresa de q si se habían cobrado en la primera compra errada. Fui a reclamar y nadie t da una solución y t dicen q presentes el reclamo en la app donde nadie se comunica para dar solución.",10/07/2023,1
La aplicación es buena. Lo malo es que las películas en estreno no se pueden ver dobladas al español en todos los cines. En especial la de Salaverry. Es inaceptable qué ocurra esto. Los de la competencia no hacen diferencias.,1/11/2019,3
"Desde hace más de 7 años soy socio Cineplanet y voy siempre a su cine, era socio Oro y ya había completado todas las visitas que tenía que completar para subir de nivel, sin embargo he regresado a ser socio plata y no solo eso, en la aplicación sale que tengo que completar 15 visitas para volver a ser socio plata 😡. Yo no merezco eso me he esforzado por asistir todo el año al cine para alcanzar la meta y obtener más beneficios pero ahora me los han quitado.",9/02/2024,1
Hola felicitaciones por la programación de cartelera las películas están excelente y también los beneficios a todos los socios y también la atención de los colaboradores excelente en conclusión 100 puntos Ok. sigan así brindando alternativas variadas para todos los que nos gusta las películas en pantalla gigante felicitaciones ...,5/10/2022,5
"No es nada amigable, si deseas buscar una película subtitulada no puedes filtrar para que solo muestre los cines donde la presentan, se tiene que revisar 1 a 1 en todos los cines. 2do no puedes ver el precio de la entrada hasta el final de todo el proceso, debería estar desde el inicio para no perder el tiempo si el precio esta muy elevado",2/09/2023,1
"La opción de restablecer contraseña no sirve, pues no reconoce el correo con el cual me registré. Al momento de querer comprar más de 1 entrada con la promoción de 5 soles para más personas, sólo me permite comprar para una persona. Si deseo ir acompañado con 2 o más personas, no puedo comprar.",12/09/2022,2
"La aplicación es pésima mil y un veces no carga, demora en procesar los pagos, carga y carga y no responde, la parte de dulceria aveces no tiene fotografías y no sabes que estas comprando. Muy mala experiencia en reiteradas ocasiones.",29/12/2019,1
"Acabo de instalar la app y no me acepta el pago,me sale ""algo sucedió"" pensé q era problema de mi tarjeta pero no lo es porque he leido q a muchos les está pasando lo mismo.Lo mismo pasa si quiero comprar x la web.El problema es de uds...Arreglen eso por favor!",5/01/2022,1
"Hola, mi nombre es Carlos y les escribo desde Cusco, no se puede abrir Cineplanet para comprar entradas, cada vez que lo intento aparece un mensaje que dice "" ha ocurrido un problema inesperado"", por favor solucionen el problema. Gracias.",6/04/2023,1
"ha mejorado la aplicación en comparación desde el cambio de diseño. Buen Trabajo, Cuando se agrega una nueva tarjeta la aplicación se cierra o cuando vas a seleccionar los asientos, por favor trabajen en la solución.",26/06/2019,4
"Acabo de comprar 4 entradas, la transacción se realizó y mi dinero está descontado de la tarjeta, sin embargo al correo no me llegan las entradas y cuando entro a la app no salen ni separadas. ¿A dónde se fue mi dinero? Necesito ayuda con esto por favor y mejoren su servicio online. Pésimo.",19/02/2019,1
"Selecciono cualquier película y me da en error, reiniciar. La app está del asco. Somos varios usuarios con este problema, y a Cineplanet ni le importa, no conteste ni hace nada, le llega al pincho >:c",26/07/2019,1
"La versión anterior, con todos sus defectos, funcionaba mejor. Ahora es completamente un bodrio, al momento de seleccionar las butacas, el método de pago, se cierra constantemente. Si hubiera una opción para calificar negativo, se la pondría.",30/11/2018,1
"muy mala la app, quise hacer una compra de entradas la cual al rato la misma app empezó a fallar, se puso muy lento, no quería aceptar la tarjeta ni nada, a los dias intento comprar otras entradas y me doy con la sorpresa que las entradas que quise comprar y lo cual falló, había sido en realidad comprada e incluso salió en mi historial de compras, ahora quien devuelve ese dinero? nadie! muy mal!!!!",12/03/2019,1
La primera app era mejor. Con su actualizacion se frego todo demora en cargar. Y no se puede hacer compras por el celular. ojala con esta segunda actualizacion sea mejor. Y sobre todo q no eliminen las visitas acumuladas.,19/11/2018,1
"es más fácil comprar x online, me ayuda bastante 😃",19/01/2025,5
"Tanto en la web como en la app, sale error al seleccionar cualquier butaca para comprar, y justo en temporada del Día del socio, donde solo tenemos unos días para canjear, lo probé ayer, lo probé hoy y nada, simplemente no se puede usar durante el tiempo de promoción.",10/03/2024,1
"No he tenido problemas al momento de comprar entradas, puedo verlas en mi perfil y me da la opción de enviar a mi correo, pero cuando le he dado a la opción guardar mi tarjeta no la guarda, por lo demás todo bien.",21/11/2019,4
"La aplicación funciona muy mal. Siempre que investigo las películas en cartelera, los horarios y el precio la aplicación salta un error inesperado que cierra la aplicación. Tienen que arreglarlo ya! 🤔",8/02/2019,1
"Pues la app ed muy buena,no he tebido ningun problema hasta ahora ,nose porque hay gente que dice que es mala tal vez sea por la red que llevan ya que en ocaciones me ha fallado pero por falta de internet pero se solucionaba cuando obtenia una red buena y bueno ningun problema todo exelente!",9/02/2023,4
"No tiene funcionalidad, indica que estás registrado y no permite realizar recuperación de tu correo🥴 solo da que te comuniques con soporte, muy mala app",24/09/2024,1
Con el paso del tiempo no puedo comprar mis entradas carga y carga y nada..... Ya me ha pasado que se ha colgado en pleno pago y al final si lo registro..... Antes la usaba seguido pero como ahora ya no funciona bien prefiero no ir al cine a estar perdiendo el tiempo en colas y al final no hay los asientos que quiero.....,3/10/2019,2
Desde las últimas actualizaciones el app está malisimo se queda cargando por varios minutos y tengo q salir y volver a entrar más de 3 veces y hasta en algunas ocasiones se cierra el app.. Pésima actualizacion 😡,27/02/2020,1
Más eficiente que comprar online.,8/03/2025,5
"Una excelente app, sinceramente estoy muy satisfecho con el servicio de compra en linea. Puedo adquirir mis entradas y saber que beneficios tengo antes de comprar. Definitivamente se dan compras rápidas y seguras. Gracias Cineplanet",22/08/2022,5
"Es la peor aplicación de cines. Nunca funciona, no se puede relizar compras, siempre ocurre un inconveniente y en vez de solucionar los problemas solo siguen actualizando a un sistema inútil.",29/12/2018,1
"Una app que esperaba más y fue una mrd, en serio te cobran 3 soles más por la compra online y si dejas de ir al cine 2 meses te quitan tu nivel de socio estaba en plata ahora volví al básico, cuando no debería pasar.",6/01/2025,2
"facil de usar, igual que los módulos de autoservicio en los cines",2/02/2025,5
Ocurrió un error inesperado. Mensaje que arroja la app desoues de hacerme perder el tiempo esperando a que cargue. Hasta las huevas. No comprendo la actualización. Se supone que es para mejorar.,10/12/2019,1
muy buen app. fácil de usar,1/03/2025,5
"Le daria 5 estrellas pero no puedo comprar nada ya que cuando veo la cartela ni me salen los poster de la pelicula y cuando quiero elegir los asientos no se puede ya que me sale error inesperado, y antes a mi parecer era la mejor app...",2/07/2019,1
Buenas noches por favor agradecería que areglen su aplicación por que quiero comprar las entradas para ver a mis razones de vivir y no me deja . Es mus posible que haya colapsado por culpa de mis hermanas purpurinas pero eso no es excusa para el mal funcionamiento de su app. Ppr fa agradecería que resuelva este problema de inmediato. Gracias 💜,22/02/2022,1
"Cads cierto tiempo deja de funcionar. Parece que los encargados de actualizar la aplicación sabotean a la empresa para no poder comprar y que todo se vuelva lento. Una desgracia de aplicación, lo que llevaban el manejo antes jamás tuvieron este tipo de problemas",10/01/2019,1
"Mala Experiencia con la app, compre dos entradas que luego salio como compra rechazada sin embargo descontaron el Costo de las entradas de mí tarjeta, así no dan ganas de volver a comprar entradas en la app móvil, y pensando seriamente en cambiar de cine.",29/05/2019,1
Pensé que la actualización qué dice corrección de errores iba a corregir los errores.... pero el problema persiste La aplicación no permite concretar la compra de entradas desde hace meses .... Terrible experiencia,13/04/2023,1
ADVERTENCIA⚠⚠️⚠️ al día de hoy 17/10/18 a las compras que hagas te aparece mensaje de error. Te llegan a cobrar el total en tu tarjeta sin recibir correo con lo que compraste(cineplanet). Lo peor es que su sistema de atención es de 30 DÍAS!!! QUE PORQUERIA DE SERVICIO.,17/10/2018,1
"una mierds wn, estuve todo el día tratando de comprar alguna entrada en cualquiera de los cines de lima y todos se colgaban. su modo de ejercer la preventa es nefasta, todo esto se hubiera evitado si hubiesen tenido un mejor control, háganse ///.",25/02/2022,1
"Rápida compra, aunque no sabia porque no me aceptaba el código de yape, pero luego me ayudaron, todo bien.",19/12/2024,4
"me encanta, desde que se habilidad los gatos con yape, se me es más cómodo realizar mis compras 😀.",3/12/2024,5
Excelente atención y buen servicio 🙂,11/02/2025,5
"No funciona la app se demora en cargar la pantalla inicial, cuando ingresas no se puede iniciar sesión, cuando inicias sesión puedes escoger la película pero se demora en mostrar los asientos. Si no se demora en cargar una pantalla es otra... es frustrante.",26/12/2019,1
"aplicativo lento a veces falla las transacciones , y el personal de atención en la sede de sjm mall del sur no saben atender gritan a la gente",3/01/2025,1
"El app no me permite entrar a mi cuenta, ingreso mis datos y se queda cargando, trato de comunicarme mediante la opción de más opciones y también se queda cargando, desinstale el app y volvi a instalarlo y sigue el problema.",28/04/2024,1
"Se traba todo el tiempo, tiene demasiado lag y bugs, además, te hacen dar la vuelta al mundo solo para saber el precio de la entrada, difícil comprar una entrada sin haber cerrado la aplicación unas 5 veces por sus glitches",20/07/2019,1
"Me hicieron dar demasiadas vueltas para ingresar otra vez mi cuenta de socio Cineplanet y eso que ya lo tenia registrado en mi app, se demoró demasiado, además que me decían muchas veces que no podía volví a ingresar con lo mismo y en la quinta vez recién me dejo, pésimo servicio",22/06/2024,1
una porquería acabo de comprar una entrada y un combo de bebidas y popcorn y la transferencia se realizó pero nunca me llego la información de la compra echa ojo que no es la primera vez ya que a mucho usuarios les sucedio lo mismo espero que lean esto y puedan realizar la devolución de mi dinero!!,10/01/2019,1
"No tenía problemas con la aplicación, pero desde 1 mes hacia acá no puedo comprar ni en la página web ni en la aplicación siempre sale error y rechaza la operación. Lo desinstale y lo volví a instalar y lo mismo.",28/12/2019,2
"La app se cierra a cada rato. Cuando quieres ver alguna función, se cierra automáticamente. Pero si tiene confitería y varias opciones de compra.",14/05/2019,2
"A la hora de realizar la compra y escojer la butaca no es amigable, ya que maximiza la pantalla pero no elije la butaca que selecionaste y no puedes movilizarte para eacojer otro asiento. Ahora con la actualización no muestra las butacas actualizadas.",15/01/2019,1
No pensé que era tan mala como dicen pero es verdad. Estaba comprando mis entradas había seleccionado tres y después de pagar me salio un error regreso hacia atrás y dos de los asientos que quería comprar ya estaban ocupados.,20/02/2020,1
sencilla de utilizar la app,2/03/2025,5
Realicen un upgrade a su aplicación y coloquen mas servidores para el balanceo de la conexiones concurrentes cuando tengan peliculas de estrenos de mayor impacto. Mucho que desear de esta app.,6/08/2019,1
"Siempre, siempre hay errores en la aplicación. Nunca los reparan, los reparan mal o simplemente se hacen de la vista gorda y se pelotean la responsabilidad. Nunca responden los mail que se envía sobre consulta o informe de error.",28/11/2018,1
"Soy fanático de cineplanet, en serio. Voy a sus salas seguido. Pero desde hace dos semana el app está fallando. Sale que ""ocurrió un error"" y no puedo ver cartelera y menos comprar porque no ingresa. Veo mucho comentarios de esto tiempo atrás y pensé q no me ocurriría a mi. Alguien de cineplanet ve la calificación de este app o x lo menos los mensajes que se escriben aqui? Mal funcionamiento sobre el campo digital por parte de cineplanet. 😤😤😤😤",20/10/2021,1
"parece que la pantalla siempre se abre o toca sola en la primera película y no deja buscar las cosas, hay que retroceder a cada rato",29/10/2024,4
"Es tan mala que la página web funciona mejor en el telefono que la App. Se tiene que reiniciar a cada rato, no la actualizan, es innecesaria en general, el interfaz es mejor el de la web. No la descarguen",4/05/2019,1
"muy mal la compra por internet, lamentablemente estuve buscando diferentes dispositivos para poder comprar ya que no puede por la laptop por mi celular y siempre entra en actualización y eso en realidad Molesta por que tienes que volver a hacer todo el proceso de compra.",10/04/2024,1
muy poco tiempo de compra,2/03/2025,3
Es genial y me facilita mis compras ya evito colas en la boleteria como la dulceria y todo lo puedo comprar desde mi celular con solo acercarme a despacho me dan mi combo y la taquilla tiene una buena atención tienen una buena calidad de servicio y cineplanet mall del sur ni hablar siempre me atienden genial son muy atentos y están para ayudarme en todo,10/01/2019,5
Rápido y seguro me encanta que hayan incluido para pagar con Yape 👏😊,12/01/2025,5
"Realice una compra, y la aplicación se comió el dinero de mi tsrteja pero no la reembolso ya que no me llegaron las entradas y las butacas estaban disponibles. Si no me percato que se había realizado el cobro en mis últimos movimientos, cineolanet no nos notifica.",7/08/2019,1
"Después de un año regreso a instalarlo para comprar 5 entradas, y me doy con la sorpresa que sigue igual de lenta y eso que no s feriado ni sábado ni domingo, es lunes. Nunca pude comprar las entradas, tuve que ir directamente al cine a comprarlo en sus pcs. Que molestia, con razón mis hijos prefieren otro cine.",27/12/2022,1
Aveces tiene fallas. Por ejemplo cuando quiero usar otra tarjeta para hacer el pago en la app se reinicia y me manda a la pantalla de inicio de la app o sino se cierra la app.,17/01/2019,3
En el mejor momento te falla la app ahorita quiero hacer la compra y no me permite 😡😡😡😡,22/02/2025,1
"Sres. Cineplanet, su app ""era"" de las mejores, hoy por hoy es un verdadero asco, antes no podía comprar películas en estreno porque me botaba de la aplicación, resulta que ahora ni siquiera carga, pasa lo mismo siempre, hasta las patas.",30/06/2019,1
"Esta aplicación cada vez está peor. NO RECOMENDABLE. un desastre total, se me facturó mas de cien soles a mi tarjeta , anulando todo antes de que se diera la película y nadie me dio una respuesta. APLICACION CADA VEZ EN DECADENCIA",20/11/2018,1
"Muy amigable, fácil de comprar.",21/02/2025,5
muy lenta la aplicación,18/02/2025,1
"La plataforma para atención de reclamos es pésima! No hay un numero de contacto, solo es por correo y no responden, llevo mandando dos correos con información adjunta que me han hecho un cobro procesado pero no me llegaron las entradas y hasta ahora no me dan solución, ni devolución de dinero ni otras opciones 😏😏😏",21/05/2022,1
"Tras intentar comprar entradas tanto con una tarjeta de debito como con una de credito (ambas de uso frecuente en compras online), se recibe un email de transaccion rechazada y en el app aun se muestran los asientos seleccionados como no disponibles. Pésimo Sistema.",23/06/2019,1
"El aplicativo funciona de maravilla. Sin embargo, creo que se puede pedir un aplicativo con un diseño más limpio y dinámico, ya que solo unas pestañas se sienten así, el resto es casi anticuado se visualizar.",1/09/2023,3
"Hace tiempo que la aplicación no me muestra las butacas para seleccionar los asientos, es decir no me sirve para nada. La actualización no resolvió ese problema. Anteriormente tuve ese problema, desinstalé la app y la volví a instalar y se resolvió pero ahora ya no pasa así.",18/04/2023,1
excelente servicio muy práctico,19/02/2025,5
"Veces sale error de pago intento de nuevo, y se paga doble, o de la nada sale el mensaje ""Ocurrió un error interno"" O me sale que no procede el pago y luego intento de nuevo y mis butacas elegidas se quedan bloqueadas, entre mucho más tarde y recién se liberan.",26/10/2019,3
"3 soles adicionales por entrada por usar su servicio movil, ahora tengo que hacer cola para comprar mis entradas, y todo para hacerlo desde la misma App en una pantalla táctil, qué manera de complicar las cosas a los clientes",3/08/2024,1
"Todo el tiempo falla la aplicación, no carga y se entorpece en segundos, eso ocasiona dificultades para realizar las compras por este medio .. ojalá mejore para el otro año .. hasta ahora pésima 👎🏻",10/12/2019,1
A veces la información de la app no está acorde con la que dan en los módulos físicos. Por ejemplo: La app describe una promoción y en el cine dicen que no esta vigente.,8/07/2019,3
"Es muy práctico pero deben tener cuidado cuando hacen una compra ya que aveces ellos la pasan sin entregar la entrada y terminan pagando de más, si les pasa eso es recomendable que no lo intentes mas y vayan directo al cine a comprar la entrada con efectivo",20/06/2019,2
"Tanto teletrabajo y tantos meses de paro, y no han tenido tiempo ni de optimizar sus bases de datos y la aplicación.... Me pide activar mi cuenta como si fuera la primera vez uso cuenta y como no me muestra nada, solo espero que mis puntos se mantengan como prometen.",5/08/2021,1
"La app es buena y tiene una interfaz amigable para acceder a todo peeeero hay problemas a veces cuando se hace los pagos con la AMEX y da error cuando compras directo de la pestaña de ""dulceria"". Espero puedan arreglar eso. Gracias.",5/12/2019,3
"No me parece que la pagina se congele a cada rato, incluso pague la compra kuego de esperar 3 horas y me devolvió el dinero. Ademas aumentaron el precio de una entrada de 40-45 a 73 solo para agregarle un combo que casi nadie quiere.",22/02/2022,1
"Entro a la app. Veo la cantidad de peliculas y decido seleccionar la ciudad. Oh, esta se ve interesante. Entro a la pelicula. De nuevo tengo que seleccionar mi ciudad. De nuevo tengo que seleccionar la sala de cines. 1 minuto cargando incluso teniendo megas. Selecciono. Otro minuto cargando. Selecciono. Se buguea cargando. Cierro la app. Tengo que volver a repetir todo el proceso.",7/04/2024,2
Desde el mes de octubre la aplicación no me permite comprar cuando escojo una película en estreno y me bota de la aplicación cada vez que intento. Que pena Cineplanet! Espero lo solucionen pronto.,17/11/2018,1
"Intenté comprar una entrada se tardo en cobrarse al final menciono que no se había realizado la compra Reviso mi estado de cuenta y si se habían cobrado intento enviar un correo para resolver este problema y no responden tampoco hay algún número para llamar, necesitan mejorar su atención al cliente para algún problema y arreglar su APP",4/03/2023,1
"Muy buena pero me pasó varias veces al momento de seleccionar las butacas, aparecía que ya estaban ocupadas y seguían apareciendo en blanco como disponibles, incluso cada vez que intentaba después de 30minutos seguía igual.",9/01/2023,5
"Pésimo, quiero comprar mis entradas por web o por app y no aceptan mi tarjeta, es la única plataforma que no acepta, ya que eh comprado con la misma en otras páginas y por apps de otras tiendas y todo normal. Tanto tiempo y no pueden optimizar bien este medio de compras.",9/09/2021,1
pesima aplicación les recomiendo no descargarla porque casi siempre falla al momento de pagar y les hace cobros indebidos a sus tarjetas y nunca nadie se comunica con ustedes para darle solución. no la recomiendo si es que no quieren pasar un mal rato.,11/06/2019,1
"Malisima, es muy lenta, se satura con frecuencia y no deja entrar, corrijan esos errores es frustrante, si van a manejar bastantes clientes minimo presten una buena plataforma, muy decepcionado",18/11/2019,1
"En verdad no sé que pasa tengo 4 años seguidos siendo cliente black ahora pongo todo los datos correspondientes para poder comprar nuevamente entradas y me manda activar tu cuenta, realizó dicho tema y no puedo ingresar ya desinstale el app lo volví a bajar pero igual está el problema porfavor corregir, encima no se puede llamar a una operadora.",1/09/2021,1
Creo que fue la peor. Compré unas entradas mediante la aplicación. Nunca llegó las entradas QR. Pero si se descontó lo pagado por las entradas de mi cuenta de banco. Voy a reclamar y me contactan con una supervisora me dicen que el banco intermediario sí cobró pero no lo transfirió a cineplanet por el cual no existen las entradas compradas. Lo más peor es cuando pregunto por el reembolso de mi dinero y me dicen que espere un día o sino que envíe una carta hacia Lima. Y que verán el caso. Estafa?,8/02/2020,1
"cuando se compra por este medio debe actualizar rápido al sistema, me ha pasado que uno marca y el sistema te bota y los que uno marco sigue apareciendo como marcado si no se llega a concretar la operación debería de actualizar la disponibilidad de los asientos",10/10/2023,3
"La última actualización mataron mis ganas de ir al cine, porqué movieron tantas cosas? Ya ni se cual es mi cuenta, desastre total su actualización, espero se arregle pronto y me sigan contando mis visitas. La complicaron por completo, pasaron meses y sigo extrañando la versión anterior...",17/01/2019,1
"Un desastre, quiero comprar una entrada, le doy tap a la película que deseo y la app se cierra automáticamente, así le toque a cualquier película, solo puedo ver mis datos personales de la cuenta.",7/04/2019,1
"No funciona la app, no deja entrar",3/01/2025,1
Siempre se le va el sistema para que los socios no pueda ver si tienes sus puntos o para comprar desde el aplicativo para que cobren la entrada completa ... Es una porquería !!!!,1/11/2018,1
Problemas: 1) No aparecen todos los horarios de los cines 2) Le das click a una de las peliculas y a veces se te minimiza la aplicacion 3) Se demoran demasiado en actualizar los horarios de los dias siguientes,4/05/2019,1
"Hay problemas graves con la página y aplicación al intentar pagar. Esto es recurrente y sé de muchis usuarios que nunca reclamaron, lo cual es UN ROBO. Si vuestra intención fuera no hacerlo, sustraer pagos no correspondientes, hace rato que lo hubieran corregido sin esperar que nadie reclame.",13/08/2019,1
"Pide micha actualizacion y casi no hay mejoras, sigue teniendo las mismas fallas, por ejemplo no salen las peliculas actializadas para el dia siguiente... solo se puede ver el mismo dia.",5/08/2022,1
"Update 06/2022: La aplicación funciona correctamente, problemas menores por pago no reconocido pero se solucionaron. En caso de inconformidad ir directamente al Libro de Reclamaciones, demoran 30 dias en solucionar pero si te quejas por FB o WhatsApp te pasean.",3/06/2022,4
"Pésima, recomiendo que tengan mucho cuidado al comprar por este medio, unas veces funciona y otras simplemente te dice que no se pudo hacer la compra y sin embargo se hace el cobro en tu tarjeta y eso NUNCA te lo devuelven, por más que te indiquen por email que harán la devolución, no recomiendo usar esta app. Mucho cuidado.",14/10/2018,1
poner un reloj para apurar la compra me parece horrible.,11/02/2025,1
es más sencillo y práctico,24/01/2025,5
"no me parece que cobren compra por online, insatisfecha",4/01/2025,1
deben mejorar la opción de comprar Xtreme,19/01/2025,4
"no me dejaba canjear mis codigos, perdi varias veces los asientos que seleccioné por su falla",29/12/2024,1
me da gusto la facilidad para a comprar entradas,14/02/2025,5
excelente para realidad las compras de butacas,3/01/2025,5
Me ayudaron muchos atención al cliente presencial que te ayuda a comprar la entrada,9/02/2025,5
"FATAL cada vez que he intentado comprar, me ha rebotado y he perdido esos asientos por varios minutos! He tenido que entrar a la web para poder comprar las entradas! Mejoren su app,tuve que borrarla",27/11/2018,1
"funciona bien, información clara",10/01/2025,5
"La desinstale porque se demora mucho en cargar. Debería facilitar la visualización de ver las películas que están actualmente en el cine, ahora no hace nada, deberían actualizarla rápido.",12/11/2018,1
no aparece opción para pagar con puntos,25/01/2025,2
"es un poco lento ,pero está bueno ☺️",21/01/2025,4
al inicio mal ... debes intentarlo muchas veces,5/02/2025,3
arreglen los problemas de butacas en momentos de compra,7/01/2025,3
práctico y sencillo,6/02/2025,5
muy fácil y práctico,5/01/2025,5
muy fácil la compra,30/12/2024,5
Rápido y cómodo,17/01/2025,5
Es muy buenesa hasta puedo elegir para el cumpleaños de mi hijo.,26/01/2025,5
muy rápida y accesible,12/01/2025,4
"Tienen un mal equipo de desarrolladores , no la hacen compatible con las anteriores versiones, al ingresar el usuario vuelve a cargar pidiendo crear deficiente completamente, cambien su personal del área de apps",29/06/2024,1
muy rapido el sistema,30/01/2025,3
"Que paso con esta actualización, la visualización de la cartelera esta bien pero, ya no puedo entrar a seleccionar las butacas ni puedo entrar a mi perfil! De que me sirve si no puedo comprar mis entradas desde la app",2/09/2019,1
No me permite hacer compras ya e intentado... pareciera que lo hacen para no dar las promociones uno quiere comprar entradas para evitar colas y siempre sale el mismo error ya desde hace varios meses... solucionen sus problemas antes que mi queja sea más formal,30/01/2020,1
"La verdad que esta es una buena aplicación, llevo usandola buen tiempo y no tuve problema alguno, está aplicación nos ofrece la posibilidad de comprar y reservar entradas sin hacer colas o algo parecido y es algo muy bueno. Puntuación Final: 5/5",24/12/2021,5
Me gusta mucho por que puedes pagar películas,19/01/2025,5
no esperan más tiempo y me cancelan la compra,11/01/2025,3
No puedo realizar pagos con tarjeta BCP.,2/01/2025,1
hay problemas para pagar con tarjeta,3/01/2025,3
"Muy fácil los pasos, opciones variadas.",5/02/2025,5
10/10 solo que muy caro xd,4/01/2025,5
"muy buena, el único inconveniente es que tuve que esperar como 20 minutos a qué se actualice la sala, ya que había seleccionado asientos y tuve que cerrar la app, al volver estaban los asientos que seleccione antes como ocupados y no los podía volver seleccionar 🤡",27/10/2023,5
"excelente app , fácil de usar",11/01/2025,5
no funcionan los códigos desde yape,25/12/2024,1
muy rápido la compra,25/12/2024,5
Me sale error cada vez que quiero comprar desde el celular,15/01/2025,1
"Optimicen su app crj , siempre se cuelga",25/12/2024,2
"La app está fallando mucho... no se puede ver el detalle de películas, ni horario. pude reiniciar o simplemente se va a la pantalla principal. revisen este tema.",3/08/2019,1
"Lo peor de lo peor, no solo en su app, también hablo de sus redes sociales y su ""gran funcionamiento para las ventas de entradas"". Se supone que implementan el uso de esta app para facilitar la compra de entradas y productos, pero, como se les ocurre lanzar una venta solo de manera presencial, es lo más ilógico, peor con la coyuntura que se está viviendo. Inaceptable.",7/04/2022,1
"Horrible diseño de aplicación... Se siente y ve muy vieja la interfaz de usuario... La visualización de los asientos en la sala es muy básica,se ve que no invierten recursos en mejorarla,prefiero pagar más en otro cine de Piura a usar esta basofia.",31/12/2021,1
"Al principio tenía problemas porque debía actualizar la aplicación. Ahora que ya la actualice y quiero comprar entradas nose puede. Me para saliendo error. Por eso el otro día me fui a cinemark a ver una película, fue fácil comprar en su app.",10/09/2021,1
"Desde la última actualización sale ""error inesperado"" y se cierra sola y cada vez que intento entrar pasa lo mismo. Deberían arreglar su app siendo una empresa tan reconocida y famosa.",27/02/2020,1
"Pésima experiencia es la peor APP que existe se para colgando, el call center no atiende. Parece que uno realizó la compra y llega u correo de transacción exitosa y al.minuto uno de devolución. El peor servicio",8/10/2019,1
"Deberían Agregar más Snacks y Bocadillos como: Empanadas, choripan, churros, Donuts porque ya están permitidos. Y uno como cliente debe disfrutar la función. Ya pasaron las épocas de solo canchita y gaseosa. Ya que todo el mundo prefiere usar las apps de Streaming y quedarse en casa... Deberían innovar el menú para nosotros, los antojosos. 😢🥺🥺🥺",23/09/2022,2
